no,date,red1,red2,red3,red4,red5,red6,blue1,count,count_length
10057,20100520,5,11,12,19,25,32,5,16085081,8
10058,20100523,1,4,11,17,19,29,12,5640786,7
10059,20100525,1,9,11,12,18,30,10,39466022,8
10060,20100527,1,8,15,18,22,27,9,23151341,8
10061,20100530,2,4,16,19,22,26,12,11040151,8
10062,20100601,11,13,15,20,31,33,3,26679113,8
10063,20100603,2,6,10,17,23,24,3,713335,6
10064,20100606,8,14,25,26,30,31,11,1907757,7
10065,20100608,2,7,8,17,30,32,12,24213538,8
10066,20100610,1,3,21,22,31,32,7,55291586,8
10067,20100613,1,7,10,14,21,25,1,4314106,7
10068,20100615,3,13,18,20,23,28,13,33077043,8
10069,20100617,12,14,20,22,24,32,11,2805291,7
10070,20100620,8,13,23,27,31,33,7,5282280,7
10071,20100622,5,13,14,17,20,26,1,31897661,8
10072,20100624,6,8,22,23,30,31,1,5640341,7
10073,20100627,1,16,20,23,27,31,2,18613767,8
10074,20100629,2,10,17,18,19,29,15,4320266,7
10075,20100701,5,9,12,13,15,22,14,2662348,7
10076,20100704,1,12,14,29,31,32,15,1812985,7
10077,20100706,2,8,14,20,21,24,9,3814811,7
10078,20100708,1,3,9,11,17,23,12,30035064,8
10079,20100711,8,11,12,14,18,22,2,15317639,8
10080,20100713,8,10,13,14,16,23,16,23710053,8
10081,20100715,2,3,9,24,26,27,5,5340466,7
10082,20100718,1,8,13,14,27,31,2,6984770,7
10083,20100720,2,20,21,22,23,31,12,8387818,7
10084,20100722,2,10,14,18,20,30,3,11679889,8
10085,20100725,1,8,12,13,24,27,8,1479105,7
10086,20100727,5,21,28,29,30,31,8,111958,6
10087,20100729,1,8,16,17,25,30,10,40971268,8
10088,20100801,5,6,15,23,27,30,12,4471450,7
10089,20100803,7,8,9,16,23,26,1,7599243,7
10090,20100805,1,6,10,15,25,31,14,9231809,7
10091,20100808,6,13,16,20,22,24,16,32399564,8
10092,20100810,3,13,19,27,28,30,2,16982128,8
10093,20100812,9,10,19,28,32,33,6,421526,6
10094,20100815,3,5,7,27,31,32,10,45148838,8
10095,20100817,9,11,16,17,25,27,14,44599178,8
10096,20100819,7,12,21,23,24,28,3,21087781,8
10097,20100822,10,16,18,21,24,26,1,14002071,8
10098,20100824,1,3,8,16,29,33,7,1619932,7
10099,20100826,3,4,17,24,27,30,6,33454667,8
10100,20100829,1,6,12,22,23,26,8,7013832,7
10101,20100831,4,9,18,21,25,26,6,2014324,7
10102,20100902,4,11,16,20,22,29,10,31998028,8
10103,20100905,6,9,14,17,20,33,9,10920665,8
10104,20100907,7,17,23,24,27,32,2,5595326,7
10105,20100909,1,8,9,19,21,31,11,13959820,8
10106,20100912,2,6,8,15,26,29,16,13841903,8
10107,20100914,8,12,15,17,22,33,16,722863,6
10108,20100916,2,4,8,20,23,24,7,7872905,7
10109,20100919,4,15,18,25,29,32,15,1638124,7
10110,20100921,1,3,12,24,26,27,1,23391519,8
10111,20100923,4,7,8,13,17,18,10,5968389,7
10112,20100926,1,8,18,24,29,30,16,17063851,8
10113,20100928,5,10,15,18,20,28,10,26127417,8
10114,20100930,1,8,11,15,17,25,1,13171164,8
10115,20101003,1,22,24,25,29,33,15,7347830,7
10116,20101005,5,9,10,20,22,26,7,18763814,8
10117,20101007,1,8,20,22,24,28,1,14758579,8
10118,20101010,5,8,11,13,15,25,5,10134801,8
10119,20101012,7,17,25,27,30,31,9,72906504,8
10120,20101014,1,2,5,6,10,29,16,1063345,7
10121,20101017,8,11,13,18,25,30,15,15539990,8
10122,20101019,2,9,12,16,25,27,6,4337201,7
10123,20101021,6,12,15,18,29,32,10,44403588,8
10124,20101024,2,6,8,11,12,25,2,22326333,8
10125,20101026,6,7,13,23,28,29,9,17148443,8
10126,20101028,3,13,18,20,27,28,5,3015784,7
10127,20101031,1,4,8,17,25,33,1,86770461,8
10128,20101102,4,11,19,20,24,28,12,1676760,7
10129,20101104,4,8,14,25,28,32,16,2500276,7
10130,20101107,1,2,7,15,21,31,16,25576876,8
10131,20101109,5,6,15,16,19,26,6,29390295,8
10132,20101111,2,10,12,18,24,33,15,6103249,7
10133,20101114,3,9,17,21,26,32,1,30794190,8
10134,20101116,9,15,16,22,27,28,6,16181683,8
10135,20101118,4,10,13,25,26,30,10,23206940,8
10136,20101121,4,10,23,24,26,33,10,1403967,7
10137,20101123,7,9,10,13,19,33,6,30557633,8
10138,20101125,1,21,23,24,26,30,5,3706794,7
10139,20101128,11,13,18,20,26,31,9,26498028,8
10140,20101130,1,12,13,18,26,29,15,56725886,8
10141,20101202,2,3,7,18,23,27,6,23584948,8
10142,20101205,2,16,18,23,26,27,10,57598921,8
10143,20101207,9,16,18,26,30,31,14,27518862,8
10144,20101209,2,3,8,15,19,21,11,48502153,8
10145,20101212,3,21,24,27,28,31,8,50385532,8
10146,20101214,1,17,18,22,25,32,1,6057531,7
10147,20101216,2,8,15,18,24,30,3,9702615,7
10148,20101219,1,3,7,18,23,27,12,3222615,7
10149,20101221,2,7,8,16,25,30,9,8015778,7
10150,20101223,2,17,18,23,29,30,6,1751891,7
10151,20101226,2,13,14,17,19,26,14,24190646,8
10152,20101228,4,9,17,21,25,31,1,17367700,8
10153,20101230,3,6,12,19,30,31,13,54311260,8
11001,20110102,3,9,20,24,26,32,10,72789168,8
11002,20110104,6,8,12,17,28,33,5,12196647,8
11003,20110106,13,14,21,22,23,27,4,12635694,8
11004,20110109,4,6,8,10,13,26,5,30707840,8
11005,20110111,6,9,12,14,20,22,13,52812798,8
11006,20110113,1,3,5,13,16,18,5,33132273,8
11007,20110116,1,9,17,24,26,31,5,3685777,7
11008,20110118,10,12,13,17,24,31,15,31089046,8
11009,20110120,17,18,23,24,25,26,4,3552113,7
11010,20110123,1,4,5,9,15,19,13,10938908,8
11011,20110125,1,12,18,19,21,24,10,6294359,7
11012,20110127,7,8,11,13,15,26,13,4786889,7
11013,20110130,1,3,13,16,21,22,8,69631462,8
11014,20110201,5,7,10,11,23,26,16,13508187,8
11015,20110210,3,6,13,26,27,29,7,51100606,8
11016,20110213,3,4,16,17,22,29,13,1480793,7
11017,20110215,2,6,15,23,26,33,8,22610805,8
11018,20110217,13,15,18,28,30,33,1,7483142,7
11019,20110220,2,4,12,19,32,33,16,42175650,8
11020,20110222,12,16,17,19,24,30,5,9542616,7
11021,20110224,1,2,14,18,25,31,8,8448294,7
11022,20110227,2,7,14,16,17,21,5,30745033,8
11023,20110301,2,3,6,21,22,25,5,9090727,7
11024,20110303,5,7,10,19,26,31,14,1706549,7
11025,20110306,8,25,26,31,32,33,9,21080196,8
11026,20110308,7,8,17,19,21,26,12,16803954,8
11027,20110310,13,18,21,22,25,26,1,3296754,7
11028,20110313,1,4,5,14,16,17,1,9040802,7
11029,20110315,1,4,9,10,20,31,7,26643497,8
11030,20110317,2,9,19,24,25,33,10,15196226,8
11031,20110320,16,17,24,28,29,32,12,36516562,8
11032,20110322,3,5,7,13,14,15,15,15157738,8
11033,20110324,2,8,12,13,19,29,4,3508956,7
11034,20110327,13,14,17,19,24,31,8,17603397,8
11035,20110329,13,14,18,20,27,31,2,12149585,8
11036,20110331,2,11,20,22,24,31,5,3770109,7
11037,20110403,1,3,4,6,17,25,11,20154521,8
11038,20110405,2,14,15,19,23,24,12,12338089,8
11039,20110407,3,7,10,16,24,29,13,7552289,7
11040,20110410,5,11,14,24,26,28,13,14570208,8
11041,20110412,4,10,12,13,30,32,13,21462931,8
11042,20110414,5,13,15,17,19,21,15,42899910,8
11043,20110417,4,13,14,17,25,31,4,18157459,8
11044,20110419,3,14,16,26,27,31,9,6324726,7
11045,20110421,2,16,17,20,26,32,8,5078998,7
11046,20110424,9,17,18,26,29,30,8,8644723,7
11047,20110426,4,13,23,25,27,33,14,11619963,8
11048,20110428,10,14,18,25,26,27,15,790204,6
11049,20110501,1,11,17,18,27,31,14,30886973,8
11050,20110503,4,5,19,22,28,29,15,18550675,8
11051,20110505,1,7,11,14,15,16,14,9555079,7
11052,20110508,4,5,8,19,27,28,8,64417609,8
11053,20110510,3,6,10,12,22,30,15,13600847,8
11054,20110512,8,11,16,17,22,33,8,49654184,8
11055,20110515,8,13,16,17,29,32,16,15187616,8
11056,20110517,13,16,19,20,23,25,10,4617781,7
11057,20110519,4,6,20,21,26,33,2,54926909,8
11058,20110522,7,18,22,30,32,33,6,7864509,7
11059,20110524,24,26,27,29,31,33,16,16787743,8
11060,20110526,10,11,13,21,27,31,1,12138226,8
11061,20110529,2,3,8,13,19,21,3,16761921,8
11062,20110531,4,8,9,10,29,30,3,857329,6
11063,20110602,4,6,13,15,18,19,5,51737108,8
11064,20110605,3,6,7,29,30,33,2,42018679,8
11065,20110607,4,16,23,25,27,29,3,16905172,8
11066,20110609,4,6,14,17,30,32,12,9517478,7
11067,20110612,17,19,20,24,25,27,12,56754343,8
11068,20110614,3,7,10,15,19,24,10,16272740,8
11069,20110616,2,13,16,18,24,30,12,17613932,8
11070,20110619,1,3,5,12,21,28,12,10347226,8
11071,20110621,1,2,15,22,28,30,2,24305544,8
11072,20110623,1,6,10,11,18,27,12,10727626,8
11073,20110626,3,4,5,12,17,21,14,2630303,7
11074,20110628,2,21,26,28,29,32,1,21641390,8
11075,20110630,7,9,10,12,31,32,13,18147138,8
11076,20110703,6,19,21,26,32,33,13,10999,5
11077,20110705,1,7,8,15,26,29,10,17450431,8
11078,20110707,3,5,13,20,22,29,9,4043917,7
11079,20110710,3,14,15,16,24,29,5,6984746,7
11080,20110712,2,7,9,25,31,32,9,11312426,8
11081,20110714,6,14,19,23,25,32,12,21951888,8
11082,20110717,7,16,17,20,25,26,4,31491629,8
11083,20110719,7,16,18,24,28,29,6,28520,5
11084,20110721,9,10,12,16,18,32,15,2915704,7
11085,20110724,3,6,11,21,24,31,10,20571646,8
11086,20110726,6,7,9,12,17,24,9,34134274,8
11087,20110728,2,3,4,5,18,28,1,40727564,8
11088,20110731,3,9,17,20,21,29,4,3712367,7
11089,20110802,1,2,11,24,29,30,12,4381664,7
11090,20110804,2,5,14,18,21,25,16,9230279,7
11091,20110807,9,15,21,23,28,30,3,39130874,8
11092,20110809,5,10,17,26,31,32,4,39879924,8
11093,20110811,4,7,11,13,23,30,9,7576009,7
11094,20110814,9,11,12,17,18,19,5,6436599,7
11095,20110816,3,7,8,10,23,24,5,12473598,8
11096,20110818,1,4,7,13,14,19,15,6639865,7
11097,20110821,9,17,19,20,21,26,16,71953364,8
11098,20110823,3,7,20,21,22,32,5,26420487,8
11099,20110825,10,12,13,21,26,27,14,28514927,8
11100,20110828,7,11,21,23,31,32,5,14978665,8
11101,20110830,6,10,19,23,29,31,6,15463848,8
11102,20110901,1,5,13,21,27,31,11,3302919,7
11103,20110904,4,5,10,13,15,16,12,48670164,8
11104,20110906,9,10,16,20,25,29,9,796908,6
11105,20110908,4,6,23,25,27,28,1,1487658,7
11106,20110911,2,11,12,14,24,32,14,6995531,7
11107,20110913,4,9,16,17,22,29,15,5153539,7
11108,20110915,2,17,22,26,29,33,10,86949668,8
11109,20110918,1,3,9,15,16,33,15,28732261,8
11110,20110920,12,14,21,26,28,33,12,17268832,8
11111,20110922,1,3,5,20,25,27,4,40569201,8
11112,20110925,3,5,16,18,23,24,15,12185550,8
11113,20110927,6,10,11,25,32,33,5,25794240,8
11114,20110929,1,14,15,16,30,32,9,3702631,7
11115,20111002,7,8,9,12,17,33,16,1708321,7
11116,20111004,1,7,11,12,17,27,5,11760309,8
11117,20111006,8,10,19,26,28,30,4,28845786,8
11118,20111009,5,6,11,14,20,21,10,27338290,8
11119,20111011,9,12,14,19,28,32,1,3837590,7
11120,20111013,4,14,17,28,30,33,7,12617064,8
11121,20111016,4,14,22,25,32,33,2,4706207,7
11122,20111018,10,12,18,26,27,31,3,23153959,8
11123,20111020,1,4,5,14,19,28,16,47735041,8
11124,20111023,9,18,19,26,31,32,16,4735535,7
11125,20111025,3,10,15,24,27,32,8,2813237,7
11126,20111027,3,7,13,18,23,26,16,53948185,8
11127,20111030,16,19,22,23,27,29,11,15776107,8
11128,20111101,9,11,14,17,19,23,12,26770462,8
11129,20111103,7,10,11,21,23,26,6,9461267,7
11130,20111106,7,14,18,23,25,32,15,2132891,7
11131,20111108,2,7,9,17,21,25,1,31637307,8
11132,20111110,2,5,12,13,25,33,7,6459020,7
11133,20111113,12,14,20,21,25,31,16,31594535,8
11134,20111115,1,2,6,7,30,31,10,33260466,8
11135,20111117,12,13,17,20,25,26,12,26101221,8
11136,20111120,2,4,6,20,22,31,7,7504241,7
11137,20111122,2,11,18,23,30,33,13,10233153,8
11138,20111124,1,5,15,24,28,32,7,2070735,7
11139,20111127,8,20,24,27,30,31,3,22097482,8
11140,20111129,4,18,20,22,27,29,6,9983086,7
11141,20111201,2,4,6,19,24,29,11,74719817,8
11142,20111204,12,15,16,26,29,31,2,12727766,8
11143,20111206,7,8,12,14,15,30,16,12522394,8
11144,20111208,1,2,9,10,16,24,3,6654750,7
11145,20111211,2,4,14,15,26,30,4,7234583,7
11146,20111213,11,23,26,28,32,33,10,25391464,8
11147,20111215,4,8,12,17,18,30,10,35607808,8
11148,20111218,5,14,22,23,25,26,14,28625791,8
11149,20111220,4,5,6,7,23,31,16,34711988,8
11150,20111222,8,10,12,15,22,27,13,404829,6
11151,20111225,7,11,16,19,31,33,10,3697555,7
11152,20111227,4,10,11,12,21,26,13,16180905,8
11153,20111229,5,8,9,10,20,25,13,37421136,8
12001,20120101,1,4,5,9,15,17,6,45333465,8
12002,20120103,2,3,7,9,10,32,13,42104504,8
12003,20120105,3,6,8,24,29,31,9,29769815,8
12004,20120108,1,5,10,11,21,23,16,6895672,7
12005,20120110,7,9,18,27,31,33,6,19580595,8
12006,20120112,2,22,25,29,32,33,8,13629554,8
12007,20120115,10,17,19,27,28,32,4,17713403,8
12008,20120117,1,12,20,23,24,29,8,20394567,8
12009,20120119,4,16,24,26,27,33,11,26939589,8
12010,20120129,1,3,13,19,25,26,10,13373831,8
12011,20120131,4,14,15,16,20,26,5,1379856,7
12012,20120202,15,17,18,20,23,27,1,16174644,8
12013,20120205,6,8,24,29,30,32,13,4621365,7
12014,20120207,1,2,5,16,28,30,12,13038770,8
12015,20120209,1,3,6,10,21,23,15,27198569,8
12016,20120212,2,5,12,17,22,25,8,9776486,7
12017,20120214,6,9,14,19,25,28,10,13498248,8
12018,20120216,3,5,6,22,26,32,15,17254072,8
12019,20120219,7,14,18,20,22,30,16,8824976,7
12020,20120221,3,8,12,18,23,29,11,26221505,8
12021,20120223,1,15,16,18,22,30,3,41433276,8
12022,20120226,4,8,12,24,26,27,4,24174917,8
12023,20120228,5,9,15,23,24,33,2,34101578,8
12024,20120301,4,12,19,21,25,28,13,45233853,8
12025,20120304,3,8,9,17,25,27,6,32351972,8
12026,20120306,3,7,9,15,24,25,16,15072480,8
12027,20120308,4,16,22,25,30,31,12,6278448,7
12028,20120311,10,15,20,21,28,30,11,6946036,7
12029,20120313,4,7,15,25,26,28,3,22506446,8
12030,20120315,9,10,17,18,21,31,8,7002711,7
12031,20120318,4,16,22,24,27,31,3,5051017,7
12032,20120320,1,2,10,17,22,24,4,13216543,8
12033,20120322,2,3,15,16,17,27,4,23418473,8
12034,20120325,2,3,8,23,32,33,16,9616648,7
12035,20120327,9,11,12,21,24,26,5,6729880,7
12036,20120329,2,11,13,18,19,26,9,3231606,7
12037,20120401,5,14,19,24,28,33,9,42201604,8
12038,20120403,9,10,11,15,19,33,16,23168855,8
12039,20120405,1,2,5,13,22,29,8,1440992,7
12040,20120408,3,8,9,22,25,31,10,6456255,7
12041,20120410,8,11,15,20,24,32,2,6367120,7
12042,20120412,5,6,11,19,24,28,16,5843454,7
12043,20120415,2,9,11,21,26,33,3,8761577,7
12044,20120417,6,9,10,14,22,25,3,62152377,8
12045,20120419,8,11,20,21,27,30,9,60698795,8
12046,20120422,4,12,19,20,23,33,6,35739914,8
12047,20120424,6,7,11,16,32,33,11,13281338,8
12048,20120426,1,5,14,22,24,30,10,32731144,8
12049,20120429,4,12,13,19,20,32,2,4130953,7
12050,20120501,7,13,15,17,19,24,11,4195747,7
12051,20120503,2,12,14,17,30,31,9,24731355,8
12052,20120506,2,3,5,6,20,24,4,30051304,8
12053,20120508,4,15,22,25,27,33,4,67513540,8
12054,20120510,6,14,18,20,30,33,14,8196151,7
12055,20120513,4,6,13,20,24,28,1,10688376,8
12056,20120515,4,7,14,17,26,31,10,9663008,7
12057,20120517,3,5,19,21,27,31,4,53467799,8
12058,20120520,3,6,15,20,25,26,4,7643350,7
12059,20120522,4,13,21,22,26,31,1,3293592,7
12060,20120524,7,10,13,16,17,29,1,42325265,8
12061,20120527,3,8,11,12,14,18,14,2934809,7
12062,20120529,2,13,16,17,20,31,7,20553695,8
12063,20120531,2,10,17,19,24,27,12,2227573,7
12064,20120603,5,10,11,16,23,24,11,9802115,7
12065,20120605,8,10,18,19,27,31,14,70299552,8
12066,20120607,1,2,9,26,29,33,12,44515510,8
12067,20120610,4,5,10,21,26,30,16,28265584,8
12068,20120612,5,17,22,26,32,33,10,2249311,7
12069,20120614,8,10,11,18,20,29,6,24784005,8
12070,20120617,2,3,4,24,31,32,11,5246781,7
12071,20120619,3,4,19,21,22,23,8,21053107,8
12072,20120621,2,3,7,9,13,30,6,33670531,8
12073,20120624,4,7,9,10,17,27,5,7106122,7
12074,20120626,15,16,18,19,28,32,8,3078133,7
12075,20120628,4,6,22,23,29,32,11,12719727,8
12076,20120701,11,18,22,27,29,30,15,12581839,8
12077,20120703,2,4,13,18,26,28,12,34400124,8
12078,20120705,8,15,22,24,28,33,12,29895995,8
12079,20120708,6,7,12,24,30,33,12,2235024,7
12080,20120710,4,9,14,15,16,27,3,14053436,8
12081,20120712,2,5,10,24,25,29,6,15434947,8
12082,20120715,2,4,11,18,22,29,6,12606735,8
12083,20120717,4,9,14,15,26,33,4,11727169,8
12084,20120719,2,10,20,26,28,29,14,64293909,8
12085,20120722,5,17,24,30,31,33,5,2467362,7
12086,20120724,8,9,13,15,22,23,8,86506312,8
12087,20120726,3,10,11,13,14,22,9,1056603,7
12088,20120729,3,5,23,24,27,31,15,20063809,8
12089,20120731,3,7,10,13,14,25,11,9581913,7
12090,20120802,2,13,20,25,29,30,11,9797826,7
12091,20120805,1,5,7,8,19,21,16,273966,6
12092,20120807,6,13,17,18,28,32,3,5005893,7
12093,20120809,3,5,19,21,24,33,13,43294114,8
12094,20120812,6,9,14,16,23,33,15,1314577,7
12095,20120814,17,24,27,28,29,30,2,111449310,9
12096,20120816,4,7,11,16,29,33,7,1350510,7
12097,20120819,5,8,13,14,19,22,6,35675128,8
12098,20120821,2,12,19,26,29,31,9,527576,6
12099,20120823,8,12,15,16,21,27,16,33599131,8
12100,20120826,5,7,15,18,25,33,10,3238427,7
12101,20120828,9,12,17,18,20,33,2,49928937,8
12102,20120830,13,25,27,28,29,30,15,3074107,7
12103,20120902,4,9,11,14,32,33,2,14432957,8
12104,20120904,4,5,9,10,19,28,3,7815022,7
12105,20120906,6,13,14,15,17,30,4,20647534,8
12106,20120909,13,14,20,22,23,32,16,23215371,8
12107,20120911,11,12,15,24,25,31,9,14629582,8
12108,20120913,1,9,12,13,19,28,13,35443107,8
12109,20120916,2,12,24,26,29,31,3,6561111,7
12110,20120918,3,7,10,13,22,32,9,11203227,8
12111,20120920,2,9,10,20,22,31,13,27005749,8
12112,20120923,8,15,20,21,27,31,6,4946606,7
12113,20120925,3,6,9,13,18,32,6,162081,6
12114,20120927,1,6,11,26,27,29,15,2252073,7
12115,20120930,3,8,20,24,26,32,14,11988389,8
12116,20121002,3,21,26,29,31,32,3,11560126,8
12117,20121004,13,15,18,20,24,28,9,4134414,7
12118,20121007,5,6,7,12,15,28,11,13915871,8
12119,20121009,12,20,25,26,27,28,13,36830835,8
12120,20121011,1,4,20,24,28,29,16,2391977,7
12121,20121014,1,7,8,20,23,24,11,37268340,8
12122,20121016,12,13,19,22,28,29,11,26610205,8
12123,20121018,8,10,16,25,28,33,9,34956459,8
12124,20121021,6,7,21,25,27,33,11,1398179,7
12125,20121023,8,12,13,26,29,33,1,46881302,8
12126,20121025,3,5,12,15,23,24,7,4088186,7
12127,20121028,1,9,11,21,26,32,8,21409504,8
12128,20121030,5,9,12,29,30,31,5,2425384,7
12129,20121101,1,7,9,17,21,29,1,67284842,8
12130,20121104,1,3,15,20,22,31,3,11184854,8
12131,20121106,6,18,19,26,28,32,12,10294338,8
12132,20121108,7,12,16,17,21,25,10,19059185,8
12133,20121111,1,8,11,20,21,29,2,6213463,7
12134,20121113,2,5,6,7,13,23,15,4782281,7
12135,20121115,2,5,7,8,11,17,16,6226955,7
12136,20121118,2,7,8,17,21,28,11,40404205,8
12137,20121120,1,2,4,6,13,17,7,3576716,7
12138,20121122,1,7,16,17,19,21,14,3599250,7
12139,20121125,8,19,21,24,28,31,15,10692364,8
12140,20121127,14,18,27,30,31,33,15,4528497,7
12141,20121129,3,5,8,19,20,27,9,5602334,7
12142,20121202,5,18,22,28,29,31,6,27160607,8
12143,20121204,7,8,18,25,30,32,6,1828271,7
12144,20121206,3,10,12,13,27,30,4,5973306,7
12145,20121209,5,20,26,27,28,33,3,13693041,8
12146,20121211,1,5,7,13,29,32,13,7495653,7
12147,20121213,2,12,15,23,24,32,9,126982,6
12148,20121216,3,6,11,17,21,31,7,33175681,8
12149,20121218,1,5,13,25,26,32,13,33736363,8
12150,20121220,9,11,17,23,24,26,7,27138419,8
12151,20121223,5,14,24,25,26,32,1,55009688,8
12152,20121225,10,12,18,22,28,29,7,10099688,8
12153,20121227,4,5,11,21,27,28,10,23637659,8
12154,20121230,5,7,12,16,28,32,4,2783018,7
13001,20130101,6,8,14,15,24,25,6,43783245,8
13002,20130103,1,16,18,22,28,30,12,33193481,8
13003,20130106,22,23,26,27,28,33,9,13939794,8
13004,20130108,6,10,16,20,27,32,8,13994546,8
13005,20130110,1,13,14,25,31,32,12,69086634,8
13006,20130113,9,10,13,17,22,30,13,62120206,8
13007,20130115,2,9,15,22,26,32,1,1022192,7
13008,20130117,3,8,17,21,25,32,15,27981191,8
13009,20130120,1,4,9,13,16,23,2,3193585,7
13010,20130122,1,9,11,17,32,33,12,7888694,7
13011,20130124,3,12,17,24,27,29,9,54979230,8
13012,20130127,6,14,17,22,28,29,2,21173600,8
13013,20130129,5,6,13,19,22,28,9,4172669,7
13014,20130131,2,4,5,17,19,20,8,3905072,7
13015,20130203,5,6,7,11,13,18,15,27441372,8
13016,20130205,2,5,6,12,14,28,5,57579367,8
13017,20130207,4,6,12,30,31,32,9,2313135,7
13018,20130217,2,8,13,28,29,30,5,3963467,7
13019,20130219,1,2,5,16,20,26,6,3909235,7
13020,20130221,1,7,8,12,16,21,1,42116129,8
13021,20130224,1,6,17,19,26,31,11,4795145,7
13022,20130226,2,4,7,9,15,20,7,60875407,8
13023,20130228,3,6,15,18,30,32,5,2365042,7
13024,20130303,4,5,13,23,27,30,9,52995220,8
13025,20130305,16,17,18,24,25,30,8,42455980,8
13026,20130307,4,11,14,15,22,31,11,1497639,7
13027,20130310,1,2,4,12,21,24,12,1956254,7
13028,20130312,7,8,14,25,26,28,13,14470705,8
13029,20130314,6,7,10,19,23,29,12,6628729,7
13030,20130317,7,14,18,25,26,29,6,2266498,7
13031,20130319,3,13,14,15,21,33,3,8059295,7
13032,20130321,4,21,25,29,30,33,3,5102237,7
13033,20130324,5,6,13,17,19,28,1,115340201,9
13034,20130326,6,15,20,22,26,33,9,12086182,8
13035,20130328,1,14,15,17,26,30,2,3247542,7
13036,20130331,4,5,9,27,29,31,13,3010195,7
13037,20130402,2,15,18,27,28,32,14,2687816,7
13038,20130404,9,10,12,14,15,19,11,5933945,7
13039,20130407,1,2,14,15,24,29,6,55488713,8
13040,20130409,2,4,10,12,17,30,10,48427733,8
13041,20130411,2,10,12,17,23,24,5,327784,6
13042,20130414,1,8,12,13,15,33,3,27186927,8
13043,20130416,3,6,14,15,17,25,16,38251532,8
13044,20130418,3,5,11,18,26,28,6,10665215,8
13045,20130421,6,7,8,14,23,31,12,1799453,7
13046,20130423,3,16,19,20,24,26,6,4088060,7
13047,20130425,1,8,11,17,27,30,12,24932537,8
13048,20130428,10,13,17,28,30,32,4,28830322,8
13049,20130430,10,13,14,16,21,32,14,39165611,8
13050,20130502,3,7,13,18,22,25,3,15930112,8
13051,20130505,8,12,15,19,28,29,2,2941617,7
13052,20130507,6,7,14,21,22,24,13,6227336,7
13053,20130509,3,12,13,22,30,33,14,25515690,8
13054,20130512,3,4,8,14,21,28,14,28495376,8
13055,20130514,8,18,19,22,27,32,6,1493671,7
13056,20130516,3,12,25,26,28,29,16,11934503,8
13057,20130519,13,16,19,23,26,28,5,27196043,8
13058,20130521,8,11,17,21,23,24,5,17009871,8
13059,20130523,3,10,18,24,27,29,9,8027275,7
13060,20130526,5,7,10,13,19,20,15,17476789,8
13061,20130528,5,6,7,12,13,18,12,9173205,7
13062,20130530,1,6,7,19,22,27,2,4903892,7
13063,20130602,10,15,18,20,23,31,12,52086383,8
13064,20130604,1,9,13,22,25,32,12,18214429,8
13065,20130606,7,18,19,23,29,30,2,3909713,7
13066,20130609,1,3,16,17,20,32,7,50635184,8
13067,20130611,1,4,9,15,22,30,6,21502658,8
13068,20130613,2,7,13,20,25,27,6,4685792,7
13069,20130616,7,16,17,18,30,33,6,7384683,7
13070,20130618,2,3,9,10,28,30,6,8508080,7
13071,20130620,5,12,21,23,26,28,9,1125046,7
13072,20130623,2,8,11,14,19,33,9,4699986,7
13073,20130625,2,9,13,17,20,28,11,24790519,8
13074,20130627,3,6,8,14,19,32,3,13397956,8
13075,20130630,4,6,9,25,30,33,14,48771549,8
13076,20130702,14,23,24,26,29,30,3,71439517,8
13077,20130704,9,14,23,24,26,29,3,12734271,8
13078,20130707,3,5,17,18,26,27,15,6417172,7
13079,20130709,7,13,17,19,22,26,13,8718267,7
13080,20130711,10,11,12,23,28,32,16,3069170,7
13081,20130714,1,4,10,13,21,31,13,12727148,8
13082,20130716,4,13,14,20,22,30,6,9058178,7
13083,20130718,5,6,12,14,19,23,9,3100050,7
13084,20130721,5,7,9,11,20,21,3,22657056,8
13085,20130723,2,8,12,14,16,32,16,15101036,8
13086,20130725,2,4,11,13,16,26,11,10135129,8
13087,20130728,2,13,19,23,24,28,5,11098070,8
13088,20130730,9,15,20,21,22,24,14,2858390,7
13089,20130801,4,8,12,19,21,25,13,18540069,8
13090,20130804,2,5,11,23,24,29,8,3366993,7
13091,20130806,4,14,24,25,28,31,10,4425022,7
13092,20130808,7,11,15,21,26,31,6,5243864,7
13093,20130811,1,2,8,26,29,31,14,41108803,8
13094,20130813,2,4,14,18,20,22,7,297382,6
13095,20130815,1,6,15,19,28,29,10,13652029,8
13096,20130818,1,2,22,28,29,30,15,12601477,8
13097,20130820,5,14,17,22,23,25,7,1264454,7
13098,20130822,7,15,18,19,20,26,14,42806201,8
13099,20130825,5,11,20,21,26,31,3,9808504,7
13100,20130827,4,8,11,14,16,20,11,5005574,7
13101,20130829,5,7,9,23,27,32,1,2301262,7
13102,20130901,2,4,5,6,8,16,3,2836288,7
13103,20130903,2,4,9,13,18,20,7,23004007,8
13104,20130905,1,2,4,15,17,28,11,22723650,8
13105,20130908,1,11,23,27,31,32,9,32705406,8
13106,20130910,9,11,23,30,31,32,6,6027937,7
13107,20130912,7,9,11,17,28,31,11,9043723,7
13108,20130915,16,21,22,28,31,32,5,49077504,8
13109,20130917,9,23,24,27,29,32,8,21438734,8
13110,20130919,15,17,18,21,29,32,13,24116289,8
13111,20130922,1,2,3,6,8,33,13,4316382,7
13112,20130924,1,6,12,13,22,31,7,23926102,8
13113,20130926,4,7,11,17,24,33,9,1456614,7
