日期,科室,就诊量
20140209,内科,5
20140209,外科,9
20140209,儿科,13
20140209,妇产科,15
20140209,骨科,17
20140209,口腔科,21
20140209,皮肤科,13
20140211,内科,4
20140211,外科,9
20140211,儿科,19
20140211,妇产科,22
20140211,骨科,25
20140211,口腔科,29
20140211,皮肤科,15
20140213,内科,2
20140213,外科,11
20140213,儿科,19
20140213,妇产科,30
20140213,骨科,32
20140213,口腔科,33
20140213,皮肤科,9
20140216,内科,2
20140216,外科,3
20140216,儿科,7
20140216,妇产科,13
20140216,骨科,21
20140216,口腔科,24
20140216,皮肤科,8
20140218,内科,4
20140218,外科,6
20140218,儿科,7
20140218,妇产科,14
20140218,骨科,25
20140218,口腔科,26
20140218,皮肤科,10
20140220,内科,13
20140220,外科,17
20140220,儿科,18
20140220,妇产科,21
20140220,骨科,30
20140220,口腔科,33
20140220,皮肤科,15
20140223,内科,2
20140223,外科,10
20140223,儿科,15
20140223,妇产科,19
20140223,骨科,20
20140223,口腔科,21
20140223,皮肤科,7
20140225,内科,9
20140225,外科,14
20140225,儿科,17
20140225,妇产科,23
20140225,骨科,24
20140225,口腔科,25
20140225,皮肤科,15
20140227,内科,8
20140227,外科,10
20140227,儿科,15
20140227,妇产科,17
20140227,骨科,22
20140227,口腔科,29
20140227,皮肤科,12
20140302,内科,4
20140302,外科,6
20140302,儿科,7
20140302,妇产科,10
20140302,骨科,21
20140302,口腔科,26
20140302,皮肤科,16
20140304,内科,7
20140304,外科,9
20140304,儿科,13
20140304,妇产科,17
20140304,骨科,21
20140304,口腔科,22
20140304,皮肤科,10
20140306,内科,8
20140306,外科,10
20140306,儿科,16
20140306,妇产科,20
20140306,骨科,23
20140306,口腔科,30
20140306,皮肤科,9
20140309,内科,1
20140309,外科,5
20140309,儿科,10
20140309,妇产科,14
20140309,骨科,16
20140309,口腔科,30
20140309,皮肤科,16
20140311,内科,1
20140311,外科,2
20140311,儿科,5
20140311,妇产科,6
20140311,骨科,11
20140311,口腔科,23
20140311,皮肤科,14
20140313,内科,8
20140313,外科,10
20140313,儿科,14
20140313,妇产科,16
20140313,骨科,30
20140313,口腔科,31
20140313,皮肤科,1
20140316,内科,6
20140316,外科,16
20140316,儿科,21
20140316,妇产科,27
20140316,骨科,30
20140316,口腔科,32
20140316,皮肤科,5
20140318,内科,2
20140318,外科,7
20140318,儿科,14
20140318,妇产科,16
20140318,骨科,21
20140318,口腔科,29
20140318,皮肤科,14
20140320,内科,12
20140320,外科,18
20140320,儿科,19
20140320,妇产科,23
20140320,骨科,24
20140320,口腔科,30
20140320,皮肤科,10
20140323,内科,4
20140323,外科,10
20140323,儿科,16
20140323,妇产科,17
20140323,骨科,21
20140323,口腔科,27
20140323,皮肤科,14
20140325,内科,1
20140325,外科,2
20140325,儿科,14
20140325,妇产科,22
20140325,骨科,29
20140325,口腔科,33
20140325,皮肤科,7
20140327,内科,5
20140327,外科,13
20140327,儿科,23
20140327,妇产科,28
20140327,骨科,32
20140327,口腔科,33
20140327,皮肤科,12
20140330,内科,1
20140330,外科,3
20140330,儿科,4
20140330,妇产科,8
20140330,骨科,25
20140330,口腔科,31
20140330,皮肤科,6
20140401,内科,7
20140401,外科,8
20140401,儿科,9
20140401,妇产科,17
20140401,骨科,32
20140401,口腔科,33
20140401,皮肤科,6
20140403,内科,1
20140403,外科,7
20140403,儿科,8
20140403,妇产科,9
20140403,骨科,11
20140403,口腔科,22
20140403,皮肤科,3
20140406,内科,6
20140406,外科,13
20140406,儿科,14
20140406,妇产科,24
20140406,骨科,25
20140406,口腔科,30
20140406,皮肤科,7
20140408,内科,4
20140408,外科,7
20140408,儿科,22
20140408,妇产科,23
20140408,骨科,24
20140408,口腔科,33
20140408,皮肤科,16
20140410,内科,3
20140410,外科,11
20140410,儿科,15
20140410,妇产科,19
20140410,骨科,20
20140410,口腔科,31
20140410,皮肤科,7
20140413,内科,3
20140413,外科,4
20140413,儿科,6
20140413,妇产科,11
20140413,骨科,12
20140413,口腔科,15
20140413,皮肤科,8
20140415,内科,7
20140415,外科,11
20140415,儿科,16
20140415,妇产科,18
20140415,骨科,21
20140415,口腔科,22
20140415,皮肤科,2
20140417,内科,12
20140417,外科,15
20140417,儿科,20
20140417,妇产科,25
20140417,骨科,28
20140417,口腔科,33
20140417,皮肤科,14
20140420,内科,2
20140420,外科,5
20140420,儿科,9
20140420,妇产科,14
20140420,骨科,24
20140420,口腔科,33
20140420,皮肤科,9
20140422,内科,4
20140422,外科,9
20140422,儿科,21
20140422,妇产科,27
20140422,骨科,28
20140422,口腔科,33
20140422,皮肤科,12
20140424,内科,2
20140424,外科,4
20140424,儿科,9
20140424,妇产科,11
20140424,骨科,19
20140424,口腔科,22
20140424,皮肤科,15
20140427,内科,2
20140427,外科,10
20140427,儿科,11
20140427,妇产科,17
20140427,骨科,18
20140427,口腔科,22
20140427,皮肤科,10
20140429,内科,8
20140429,外科,10
20140429,儿科,11
20140429,妇产科,12
20140429,骨科,19
20140429,口腔科,29
20140429,皮肤科,15
20140501,内科,6
20140501,外科,9
20140501,儿科,16
20140501,妇产科,17
20140501,骨科,24
20140501,口腔科,25
20140501,皮肤科,16
20140504,内科,6
20140504,外科,7
20140504,儿科,16
20140504,妇产科,17
20140504,骨科,23
20140504,口腔科,32
20140504,皮肤科,6
20140506,内科,3
20140506,外科,17
20140506,儿科,23
20140506,妇产科,25
20140506,骨科,26
20140506,口腔科,32
20140506,皮肤科,13
20140508,内科,10
20140508,外科,16
20140508,儿科,19
20140508,妇产科,21
20140508,骨科,23
20140508,口腔科,24
20140508,皮肤科,13
20140511,内科,9
20140511,外科,13
20140511,儿科,15
20140511,妇产科,28
20140511,骨科,30
20140511,口腔科,33
20140511,皮肤科,8
20140513,内科,14
20140513,外科,17
20140513,儿科,19
20140513,妇产科,22
20140513,骨科,26
20140513,口腔科,31
20140513,皮肤科,2
20140515,内科,1
20140515,外科,4
20140515,儿科,5
20140515,妇产科,11
20140515,骨科,29
20140515,口腔科,30
20140515,皮肤科,14
20140518,内科,2
20140518,外科,9
20140518,儿科,14
20140518,妇产科,19
20140518,骨科,21
20140518,口腔科,30
20140518,皮肤科,4
20140520,内科,1
20140520,外科,11
20140520,儿科,18
20140520,妇产科,20
20140520,骨科,28
20140520,口腔科,29
20140520,皮肤科,1
20140522,内科,2
20140522,外科,4
20140522,儿科,12
20140522,妇产科,18
20140522,骨科,23
20140522,口腔科,31
20140522,皮肤科,8
20140525,内科,2
20140525,外科,3
20140525,儿科,12
20140525,妇产科,13
20140525,骨科,14
20140525,口腔科,25
20140525,皮肤科,11
20140527,内科,5
20140527,外科,8
20140527,儿科,12
20140527,妇产科,13
20140527,骨科,23
20140527,口腔科,25
20140527,皮肤科,13
20140529,内科,3
20140529,外科,5
20140529,儿科,14
20140529,妇产科,18
20140529,骨科,25
20140529,口腔科,33
20140529,皮肤科,6
20140601,内科,2
20140601,外科,14
20140601,儿科,17
20140601,妇产科,27
20140601,骨科,28
20140601,口腔科,31
20140601,皮肤科,8
20140603,内科,6
20140603,外科,9
20140603,儿科,15
20140603,妇产科,24
20140603,骨科,25
20140603,口腔科,26
20140603,皮肤科,9
20140605,内科,3
20140605,外科,8
20140605,儿科,17
20140605,妇产科,21
20140605,骨科,22
20140605,口腔科,31
20140605,皮肤科,16
20140608,内科,2
20140608,外科,9
20140608,儿科,15
20140608,妇产科,16
20140608,骨科,29
20140608,口腔科,32
20140608,皮肤科,14
20140610,内科,3
20140610,外科,4
20140610,儿科,5
20140610,妇产科,8
20140610,骨科,10
20140610,口腔科,22
20140610,皮肤科,6
20140612,内科,2
20140612,外科,5
20140612,儿科,15
20140612,妇产科,17
20140612,骨科,18
20140612,口腔科,21
20140612,皮肤科,16
20140615,内科,1
20140615,外科,6
20140615,儿科,7
20140615,妇产科,17
20140615,骨科,18
20140615,口腔科,23
20140615,皮肤科,6
20140617,内科,4
20140617,外科,12
20140617,儿科,13
20140617,妇产科,22
20140617,骨科,27
20140617,口腔科,29
20140617,皮肤科,16
20140619,内科,5
20140619,外科,12
20140619,儿科,17
20140619,妇产科,19
20140619,骨科,25
20140619,口腔科,30
20140619,皮肤科,11
20140622,内科,1
20140622,外科,7
20140622,儿科,9
20140622,妇产科,19
20140622,骨科,28
20140622,口腔科,29
20140622,皮肤科,7
20140624,内科,2
20140624,外科,4
20140624,儿科,12
20140624,妇产科,17
20140624,骨科,22
20140624,口腔科,25
20140624,皮肤科,14
20140626,内科,1
20140626,外科,3
20140626,儿科,7
20140626,妇产科,13
20140626,骨科,19
20140626,口腔科,32
20140626,皮肤科,16
20140629,内科,1
20140629,外科,12
20140629,儿科,16
20140629,妇产科,20
20140629,骨科,30
20140629,口腔科,33
20140629,皮肤科,2
20140701,内科,1
20140701,外科,3
20140701,儿科,6
20140701,妇产科,13
20140701,骨科,30
20140701,口腔科,31
20140701,皮肤科,12
20140703,内科,3
20140703,外科,9
20140703,儿科,11
20140703,妇产科,22
20140703,骨科,27
20140703,口腔科,29
20140703,皮肤科,6
20140706,内科,6
20140706,外科,10
20140706,儿科,12
20140706,妇产科,17
20140706,骨科,18
20140706,口腔科,33
20140706,皮肤科,11
20140708,内科,8
20140708,外科,9
20140708,儿科,12
20140708,妇产科,15
20140708,骨科,19
20140708,口腔科,22
20140708,皮肤科,10
20140710,内科,2
20140710,外科,3
20140710,儿科,5
20140710,妇产科,6
20140710,骨科,9
20140710,口腔科,17
20140710,皮肤科,7
20140713,内科,2
20140713,外科,7
20140713,儿科,16
20140713,妇产科,22
20140713,骨科,27
20140713,口腔科,28
20140713,皮肤科,2
20140715,内科,5
20140715,外科,14
20140715,儿科,16
20140715,妇产科,17
20140715,骨科,25
20140715,口腔科,30
20140715,皮肤科,7
20140717,内科,8
20140717,外科,14
20140717,儿科,22
20140717,妇产科,24
20140717,骨科,27
20140717,口腔科,29
20140717,皮肤科,10
20140720,内科,2
20140720,外科,4
20140720,儿科,20
20140720,妇产科,25
20140720,骨科,26
20140720,口腔科,29
20140720,皮肤科,11
20140722,内科,5
20140722,外科,6
20140722,儿科,19
20140722,妇产科,21
20140722,骨科,23
20140722,口腔科,33
20140722,皮肤科,12
20140724,内科,1
20140724,外科,6
20140724,儿科,9
20140724,妇产科,10
20140724,骨科,13
20140724,口腔科,25
20140724,皮肤科,8
20140727,内科,1
20140727,外科,2
20140727,儿科,11
20140727,妇产科,19
20140727,骨科,23
20140727,口腔科,29
20140727,皮肤科,8
20140729,内科,2
20140729,外科,4
20140729,儿科,10
20140729,妇产科,12
20140729,骨科,14
20140729,口腔科,30
20140729,皮肤科,8
20140731,内科,6
20140731,外科,18
20140731,儿科,22
20140731,妇产科,23
20140731,骨科,32
20140731,口腔科,33
20140731,皮肤科,6
20140803,内科,3
20140803,外科,6
20140803,儿科,11
20140803,妇产科,14
20140803,骨科,16
20140803,口腔科,29
20140803,皮肤科,15
20140805,内科,4
20140805,外科,6
20140805,儿科,14
20140805,妇产科,17
20140805,骨科,27
20140805,口腔科,30
20140805,皮肤科,9
20140807,内科,5
20140807,外科,9
20140807,儿科,11
20140807,妇产科,19
20140807,骨科,24
20140807,口腔科,32
20140807,皮肤科,13
20140810,内科,1
20140810,外科,5
20140810,儿科,12
20140810,妇产科,19
20140810,骨科,27
20140810,口腔科,29
20140810,皮肤科,14
20140812,内科,3
20140812,外科,13
20140812,儿科,18
20140812,妇产科,19
20140812,骨科,22
20140812,口腔科,26
20140812,皮肤科,7
20140814,内科,2
20140814,外科,8
20140814,儿科,9
20140814,妇产科,10
20140814,骨科,20
20140814,口腔科,29
20140814,皮肤科,5
20140817,内科,1
20140817,外科,10
20140817,儿科,18
20140817,妇产科,20
20140817,骨科,23
20140817,口腔科,29
20140817,皮肤科,1
20140819,内科,5
20140819,外科,6
20140819,儿科,8
20140819,妇产科,14
20140819,骨科,22
20140819,口腔科,31
20140819,皮肤科,8
20140821,内科,12
20140821,外科,14
20140821,儿科,17
20140821,妇产科,19
20140821,骨科,22
20140821,口腔科,24
20140821,皮肤科,8
20140824,内科,7
20140824,外科,13
20140824,儿科,24
20140824,妇产科,25
20140824,骨科,27
20140824,口腔科,32
20140824,皮肤科,15
20140826,内科,2
20140826,外科,13
20140826,儿科,17
20140826,妇产科,20
20140826,骨科,29
20140826,口腔科,31
20140826,皮肤科,7
20140828,内科,1
20140828,外科,5
20140828,儿科,10
20140828,妇产科,11
20140828,骨科,13
20140828,口腔科,32
20140828,皮肤科,14
20140831,内科,1
20140831,外科,6
20140831,儿科,9
20140831,妇产科,10
20140831,骨科,14
20140831,口腔科,16
20140831,皮肤科,11
20140902,内科,16
20140902,外科,18
20140902,儿科,20
20140902,妇产科,23
20140902,骨科,24
20140902,口腔科,32
20140902,皮肤科,7
20140904,内科,14
20140904,外科,16
20140904,儿科,21
20140904,妇产科,24
20140904,骨科,28
20140904,口腔科,31
20140904,皮肤科,13
20140907,内科,3
20140907,外科,8
20140907,儿科,9
20140907,妇产科,10
20140907,骨科,18
20140907,口腔科,33
20140907,皮肤科,4
20140909,内科,2
20140909,外科,6
20140909,儿科,12
20140909,妇产科,19
20140909,骨科,27
20140909,口腔科,28
20140909,皮肤科,13
20140911,内科,14
20140911,外科,16
20140911,儿科,17
20140911,妇产科,19
20140911,骨科,27
20140911,口腔科,32
20140911,皮肤科,4
20140914,内科,9
20140914,外科,14
20140914,儿科,17
20140914,妇产科,18
20140914,骨科,21
20140914,口腔科,25
20140914,皮肤科,15
20140916,内科,11
20140916,外科,14
20140916,儿科,17
20140916,妇产科,22
20140916,骨科,25
20140916,口腔科,27
20140916,皮肤科,16
20140918,内科,3
20140918,外科,8
20140918,儿科,9
20140918,妇产科,20
20140918,骨科,23
20140918,口腔科,28
20140918,皮肤科,2
20140921,内科,2
20140921,外科,5
20140921,儿科,11
20140921,妇产科,15
20140921,骨科,19
20140921,口腔科,28
20140921,皮肤科,2
20140923,内科,1
20140923,外科,8
20140923,儿科,11
20140923,妇产科,13
20140923,骨科,19
20140923,口腔科,30
20140923,皮肤科,6
20140925,内科,2
20140925,外科,8
20140925,儿科,17
20140925,妇产科,20
20140925,骨科,22
20140925,口腔科,28
20140925,皮肤科,2
20140928,内科,1
20140928,外科,15
20140928,儿科,16
20140928,妇产科,21
20140928,骨科,24
20140928,口腔科,30
20140928,皮肤科,3
20140930,内科,12
20140930,外科,14
20140930,儿科,28
20140930,妇产科,31
20140930,骨科,32
20140930,口腔科,33
20140930,皮肤科,7
20141002,内科,2
20141002,外科,7
20141002,儿科,23
20141002,妇产科,30
20141002,骨科,32
20141002,口腔科,33
20141002,皮肤科,10
20141005,内科,1
20141005,外科,9
20141005,儿科,10
20141005,妇产科,11
20141005,骨科,13
20141005,口腔科,32
20141005,皮肤科,3
20141007,内科,9
20141007,外科,10
20141007,儿科,14
20141007,妇产科,15
20141007,骨科,19
20141007,口腔科,29
20141007,皮肤科,16
20141009,内科,5
20141009,外科,10
20141009,儿科,17
20141009,妇产科,25
20141009,骨科,28
20141009,口腔科,29
20141009,皮肤科,4
20141012,内科,5
20141012,外科,7
20141012,儿科,15
20141012,妇产科,18
20141012,骨科,26
20141012,口腔科,30
20141012,皮肤科,3
20141014,内科,6
20141014,外科,13
20141014,儿科,17
20141014,妇产科,20
20141014,骨科,26
20141014,口腔科,29
20141014,皮肤科,9
20141016,内科,1
20141016,外科,7
20141016,儿科,12
20141016,妇产科,16
20141016,骨科,23
20141016,口腔科,28
20141016,皮肤科,4
20141019,内科,1
20141019,外科,2
20141019,儿科,13
20141019,妇产科,22
20141019,骨科,28
20141019,口腔科,30
20141019,皮肤科,9
20141021,内科,6
20141021,外科,9
20141021,儿科,11
20141021,妇产科,16
20141021,骨科,20
20141021,口腔科,29
20141021,皮肤科,11
20141023,内科,1
20141023,外科,6
20141023,儿科,11
20141023,妇产科,17
20141023,骨科,28
20141023,口腔科,33
20141023,皮肤科,5
20141026,内科,2
20141026,外科,17
20141026,儿科,20
20141026,妇产科,24
20141026,骨科,31
20141026,口腔科,33
20141026,皮肤科,4
20141028,内科,10
20141028,外科,11
20141028,儿科,15
20141028,妇产科,26
20141028,骨科,31
20141028,口腔科,32
20141028,皮肤科,6
20141030,内科,6
20141030,外科,11
20141030,儿科,16
20141030,妇产科,17
20141030,骨科,22
20141030,口腔科,27
20141030,皮肤科,1
20141102,内科,2
20141102,外科,10
20141102,儿科,12
20141102,妇产科,21
20141102,骨科,23
20141102,口腔科,27
20141102,皮肤科,12
20141104,内科,5
20141104,外科,7
20141104,儿科,8
20141104,妇产科,17
20141104,骨科,18
20141104,口腔科,24
20141104,皮肤科,14
20141106,内科,5
20141106,外科,8
20141106,儿科,9
20141106,妇产科,20
20141106,骨科,28
20141106,口腔科,32
20141106,皮肤科,2
20141109,内科,1
20141109,外科,2
20141109,儿科,10
20141109,妇产科,24
20141109,骨科,30
20141109,口腔科,33
20141109,皮肤科,10
20141111,内科,5
20141111,外科,17
20141111,儿科,21
20141111,妇产科,22
20141111,骨科,28
20141111,口腔科,32
20141111,皮肤科,14
20141113,内科,5
20141113,外科,6
20141113,儿科,14
20141113,妇产科,15
20141113,骨科,18
20141113,口腔科,33
20141113,皮肤科,8
20141116,内科,13
20141116,外科,14
20141116,儿科,16
20141116,妇产科,23
20141116,骨科,30
20141116,口腔科,31
20141116,皮肤科,13
20141118,内科,5
20141118,外科,16
20141118,儿科,22
20141118,妇产科,23
20141118,骨科,26
20141118,口腔科,28
20141118,皮肤科,2
20141120,内科,2
20141120,外科,4
20141120,儿科,11
20141120,妇产科,13
20141120,骨科,25
20141120,口腔科,33
20141120,皮肤科,1
20141123,内科,3
20141123,外科,16
20141123,儿科,19
20141123,妇产科,27
20141123,骨科,31
20141123,口腔科,32
20141123,皮肤科,10
20141125,内科,3
20141125,外科,6
20141125,儿科,9
20141125,妇产科,11
20141125,骨科,25
20141125,口腔科,29
20141125,皮肤科,9
20141127,内科,4
20141127,外科,6
20141127,儿科,13
20141127,妇产科,29
20141127,骨科,31
20141127,口腔科,33
20141127,皮肤科,13
20141130,内科,1
20141130,外科,14
20141130,儿科,15
20141130,妇产科,20
20141130,骨科,25
20141130,口腔科,29
20141130,皮肤科,11
20141202,内科,6
20141202,外科,10
20141202,儿科,11
20141202,妇产科,14
20141202,骨科,17
20141202,口腔科,33
20141202,皮肤科,6
20141204,内科,8
20141204,外科,9
20141204,儿科,11
20141204,妇产科,16
20141204,骨科,21
20141204,口腔科,24
20141204,皮肤科,10
20141207,内科,6
20141207,外科,21
20141207,儿科,22
20141207,妇产科,23
20141207,骨科,25
20141207,口腔科,28
20141207,皮肤科,13
20141209,内科,3
20141209,外科,12
20141209,儿科,18
20141209,妇产科,20
20141209,骨科,25
20141209,口腔科,26
20141209,皮肤科,16
20141211,内科,3
20141211,外科,5
20141211,儿科,6
20141211,妇产科,9
20141211,骨科,10
20141211,口腔科,27
20141211,皮肤科,14
20141214,内科,10
20141214,外科,12
20141214,儿科,13
20141214,妇产科,23
20141214,骨科,26
20141214,口腔科,29
20141214,皮肤科,11
20141216,内科,1
20141216,外科,6
20141216,儿科,13
20141216,妇产科,20
20141216,骨科,29
20141216,口腔科,32
20141216,皮肤科,1
20141218,内科,6
20141218,外科,7
20141218,儿科,22
20141218,妇产科,26
20141218,骨科,31
20141218,口腔科,32
20141218,皮肤科,10
20141221,内科,1
20141221,外科,2
20141221,儿科,5
20141221,妇产科,12
20141221,骨科,15
20141221,口腔科,16
20141221,皮肤科,13
20141223,内科,7
20141223,外科,9
20141223,儿科,10
20141223,妇产科,15
20141223,骨科,19
20141223,口腔科,33
20141223,皮肤科,1
20141225,内科,3
20141225,外科,8
20141225,儿科,14
20141225,妇产科,22
20141225,骨科,24
20141225,口腔科,32
20141225,皮肤科,9
20141228,内科,4
20141228,外科,5
20141228,儿科,8
20141228,妇产科,11
20141228,骨科,21
20141228,口腔科,27
20141228,皮肤科,8
20141230,内科,8
20141230,外科,13
20141230,儿科,15
20141230,妇产科,20
20141230,骨科,21
20141230,口腔科,25
20141230,皮肤科,12
20150101,内科,1
20150101,外科,7
20150101,儿科,9
20150101,妇产科,16
20150101,骨科,20
20150101,口腔科,23
20150101,皮肤科,6
20150104,内科,7
20150104,外科,15
20150104,儿科,16
20150104,妇产科,25
20150104,骨科,28
20150104,口腔科,32
20150104,皮肤科,5
20150106,内科,10
20150106,外科,15
20150106,儿科,20
20150106,妇产科,23
20150106,骨科,24
20150106,口腔科,31
20150106,皮肤科,15
20150108,内科,2
20150108,外科,14
20150108,儿科,15
20150108,妇产科,16
20150108,骨科,23
20150108,口腔科,24
20150108,皮肤科,10
20150111,内科,7
20150111,外科,10
20150111,儿科,16
20150111,妇产科,17
20150111,骨科,18
20150111,口腔科,32
20150111,皮肤科,15
20150113,内科,1
20150113,外科,10
20150113,儿科,11
20150113,妇产科,29
20150113,骨科,31
20150113,口腔科,33
20150113,皮肤科,13
20150115,内科,1
20150115,外科,7
20150115,儿科,9
20150115,妇产科,17
20150115,骨科,20
20150115,口腔科,33
20150115,皮肤科,8
20150118,内科,4
20150118,外科,7
20150118,儿科,10
20150118,妇产科,16
20150118,骨科,20
20150118,口腔科,22
20150118,皮肤科,3
20150120,内科,4
20150120,外科,7
20150120,儿科,14
20150120,妇产科,17
20150120,骨科,21
20150120,口腔科,25
20150120,皮肤科,14
20150122,内科,1
20150122,外科,2
20150122,儿科,3
20150122,妇产科,8
20150122,骨科,21
20150122,口腔科,31
20150122,皮肤科,9
20150125,内科,4
20150125,外科,14
20150125,儿科,15
20150125,妇产科,17
20150125,骨科,18
20150125,口腔科,20
20150125,皮肤科,15
20150127,内科,3
20150127,外科,5
20150127,儿科,22
20150127,妇产科,23
20150127,骨科,29
20150127,口腔科,31
20150127,皮肤科,6
20150129,内科,8
20150129,外科,9
20150129,儿科,24
20150129,妇产科,25
20150129,骨科,26
20150129,口腔科,29
20150129,皮肤科,1
20150201,内科,2
20150201,外科,12
20150201,儿科,16
20150201,妇产科,19
20150201,骨科,27
20150201,口腔科,30
20150201,皮肤科,11
20150203,内科,1
20150203,外科,7
20150203,儿科,20
20150203,妇产科,24
20150203,骨科,25
20150203,口腔科,33
20150203,皮肤科,4
20150205,内科,2
20150205,外科,6
20150205,儿科,10
20150205,妇产科,15
20150205,骨科,17
20150205,口腔科,31
20150205,皮肤科,13
20150208,内科,13
20150208,外科,18
20150208,儿科,20
20150208,妇产科,25
20150208,骨科,27
20150208,口腔科,33
20150208,皮肤科,12
20150210,内科,6
20150210,外科,9
20150210,儿科,12
20150210,妇产科,14
20150210,骨科,28
20150210,口腔科,29
20150210,皮肤科,9
20150212,内科,2
20150212,外科,6
20150212,儿科,11
20150212,妇产科,19
20150212,骨科,25
20150212,口腔科,26
20150212,皮肤科,4
20150215,内科,1
20150215,外科,4
20150215,儿科,7
20150215,妇产科,19
20150215,骨科,22
20150215,口腔科,23
20150215,皮肤科,4
20150217,内科,14
20150217,外科,15
20150217,儿科,16
20150217,妇产科,17
20150217,骨科,27
20150217,口腔科,28
20150217,皮肤科,8
20150226,内科,4
20150226,外科,7
20150226,儿科,10
20150226,妇产科,16
20150226,骨科,23
20150226,口腔科,25
20150226,皮肤科,10
20150301,内科,8
20150301,外科,9
20150301,儿科,10
20150301,妇产科,13
20150301,骨科,29
20150301,口腔科,30
20150301,皮肤科,1
20150303,内科,9
20150303,外科,11
20150303,儿科,16
20150303,妇产科,18
20150303,骨科,23
20150303,口腔科,24
20150303,皮肤科,10
20150305,内科,10
20150305,外科,11
20150305,儿科,12
20150305,妇产科,15
20150305,骨科,27
20150305,口腔科,32
20150305,皮肤科,14
20150308,内科,2
20150308,外科,13
20150308,儿科,17
20150308,妇产科,21
20150308,骨科,22
20150308,口腔科,33
20150308,皮肤科,13
20150310,内科,5
20150310,外科,7
20150310,儿科,9
20150310,妇产科,16
20150310,骨科,26
20150310,口腔科,29
20150310,皮肤科,7
20150312,内科,4
20150312,外科,7
20150312,儿科,10
20150312,妇产科,26
20150312,骨科,27
20150312,口腔科,28
20150312,皮肤科,14
20150315,内科,7
20150315,外科,14
20150315,儿科,15
20150315,妇产科,19
20150315,骨科,21
20150315,口腔科,28
20150315,皮肤科,7
20150317,内科,8
20150317,外科,11
20150317,儿科,14
20150317,妇产科,15
20150317,骨科,16
20150317,口腔科,26
20150317,皮肤科,7
20150319,内科,1
20150319,外科,5
20150319,儿科,7
20150319,妇产科,22
20150319,骨科,26
20150319,口腔科,32
20150319,皮肤科,11
20150322,内科,11
20150322,外科,14
20150322,儿科,16
20150322,妇产科,18
20150322,骨科,29
20150322,口腔科,32
20150322,皮肤科,16
20150324,内科,3
20150324,外科,6
20150324,儿科,21
20150324,妇产科,29
20150324,骨科,31
20150324,口腔科,32
20150324,皮肤科,5
20150326,内科,12
20150326,外科,13
20150326,儿科,17
20150326,妇产科,18
20150326,骨科,20
20150326,口腔科,27
20150326,皮肤科,13
20150329,内科,1
20150329,外科,8
20150329,儿科,9
20150329,妇产科,22
20150329,骨科,24
20150329,口腔科,33
20150329,皮肤科,3
20150331,内科,4
20150331,外科,6
20150331,儿科,16
20150331,妇产科,17
20150331,骨科,26
20150331,口腔科,33
20150331,皮肤科,3
20150402,内科,5
20150402,外科,7
20150402,儿科,12
20150402,妇产科,18
20150402,骨科,28
20150402,口腔科,31
20150402,皮肤科,3
20150405,内科,5
20150405,外科,6
20150405,儿科,11
20150405,妇产科,12
20150405,骨科,14
20150405,口腔科,33
20150405,皮肤科,14
20150407,内科,1
20150407,外科,13
20150407,儿科,15
20150407,妇产科,26
20150407,骨科,29
20150407,口腔科,30
20150407,皮肤科,12
20150409,内科,13
20150409,外科,16
20150409,儿科,18
20150409,妇产科,27
20150409,骨科,30
20150409,口腔科,32
20150409,皮肤科,16
20150412,内科,4
20150412,外科,9
20150412,儿科,11
20150412,妇产科,17
20150412,骨科,21
20150412,口腔科,25
20150412,皮肤科,6
20150414,内科,9
20150414,外科,10
20150414,儿科,19
20150414,妇产科,21
20150414,骨科,23
20150414,口腔科,32
20150414,皮肤科,8
20150416,内科,11
20150416,外科,12
20150416,儿科,15
20150416,妇产科,24
20150416,骨科,26
20150416,口腔科,27
20150416,皮肤科,15
20150419,内科,2
20150419,外科,3
20150419,儿科,4
20150419,妇产科,13
20150419,骨科,14
20150419,口腔科,16
20150419,皮肤科,2
20150421,内科,1
20150421,外科,5
20150421,儿科,13
20150421,妇产科,22
20150421,骨科,30
20150421,口腔科,31
20150421,皮肤科,7
20150423,内科,5
20150423,外科,7
20150423,儿科,10
20150423,妇产科,14
20150423,骨科,23
20150423,口腔科,31
20150423,皮肤科,1
20150426,内科,2
20150426,外科,3
20150426,儿科,20
20150426,妇产科,24
20150426,骨科,26
20150426,口腔科,27
20150426,皮肤科,9
20150428,内科,13
20150428,外科,16
20150428,儿科,17
20150428,妇产科,22
20150428,骨科,25
20150428,口腔科,27
20150428,皮肤科,10
20150430,内科,7
20150430,外科,12
20150430,儿科,14
20150430,妇产科,17
20150430,骨科,20
20150430,口腔科,23
20150430,皮肤科,5
20150503,内科,3
20150503,外科,9
20150503,儿科,12
20150503,妇产科,16
20150503,骨科,17
20150503,口腔科,31
20150503,皮肤科,4
20150505,内科,4
20150505,外科,10
20150505,儿科,24
20150505,妇产科,26
20150505,骨科,28
20150505,口腔科,32
20150505,皮肤科,9
20150507,内科,2
20150507,外科,4
20150507,儿科,11
20150507,妇产科,16
20150507,骨科,25
20150507,口腔科,26
20150507,皮肤科,12
20150510,内科,3
20150510,外科,7
20150510,儿科,17
20150510,妇产科,22
20150510,骨科,32
20150510,口腔科,33
20150510,皮肤科,10
20150512,内科,1
20150512,外科,2
20150512,儿科,7
20150512,妇产科,10
20150512,骨科,22
20150512,口腔科,26
20150512,皮肤科,7
20150514,内科,1
20150514,外科,10
